"route_name","state_num","route","st_abrev","country","population_100km","population_200km","population_300km","pop_5th_percentile_100km","pop_5th_percentile_200km","pop_5th_percentile_300km","bcr","latitude","longitude","n_surveys_total","n_surveys_since_2018","Surveyed_by_in_1966","Surveyed_by_in_1967","Surveyed_by_in_1968","Surveyed_by_in_1969","Surveyed_by_in_1970","Surveyed_by_in_1971","Surveyed_by_in_1972","Surveyed_by_in_1973","Surveyed_by_in_1974","Surveyed_by_in_1975","Surveyed_by_in_1976","Surveyed_by_in_1977","Surveyed_by_in_1978","Surveyed_by_in_1979","Surveyed_by_in_1980","Surveyed_by_in_1981","Surveyed_by_in_1982","Surveyed_by_in_1983","Surveyed_by_in_1984","Surveyed_by_in_1985","Surveyed_by_in_1986","Surveyed_by_in_1987","Surveyed_by_in_1988","Surveyed_by_in_1989","Surveyed_by_in_1990","Surveyed_by_in_1991","Surveyed_by_in_1992","Surveyed_by_in_1993","Surveyed_by_in_1994","Surveyed_by_in_1995","Surveyed_by_in_1996","Surveyed_by_in_1997","Surveyed_by_in_1998","Surveyed_by_in_1999","Surveyed_by_in_2000","Surveyed_by_in_2001","Surveyed_by_in_2002","Surveyed_by_in_2003","Surveyed_by_in_2004","Surveyed_by_in_2005","Surveyed_by_in_2006","Surveyed_by_in_2007","Surveyed_by_in_2008","Surveyed_by_in_2009","Surveyed_by_in_2010","Surveyed_by_in_2011","Surveyed_by_in_2012","Surveyed_by_in_2013","Surveyed_by_in_2014","Surveyed_by_in_2015","Surveyed_by_in_2016","Surveyed_by_in_2017","Surveyed_by_in_2018","Surveyed_by_in_2019","Surveyed_by_in_2021","Surveyed_by_in_2022","Surveyed_by_in_2023"
"OAKLAND LAKE",4,312,"AB","CA",46683,1984235,3937892,FALSE,FALSE,FALSE,11,51.41613,-111.47615,24,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000198,1000198,1000198,NA,1000198,NA,1090091,1090091,1090091,1090091,1090091,NA,1000198,1000198,1000198,1000198,1000198,1000198,1000198,1000198,1000198,1000198,1000198,1000198,1000198,1000198,1000198
"FLEET",4,319,"AB","CA",46904,2527547,4001505,FALSE,FALSE,FALSE,11,51.99756,-111.81444,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1110197,NA,1110197,NA,1100259,NA,NA,NA,NA,1030703,1030703
"WATERTON PRK",4,105,"AB","CA",47084,342733,2100431,FALSE,FALSE,FALSE,10,49.020100000000006,-114.04528,35,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1080033,1080033,NA,NA,1080033,NA,NA,NA,NA,1000171,1000171,1000171,1000171,1000171,1000171,NA,1000171,1000171,1000171,1000171,1000171,1000171,1000171,1000171,1000171,1000171,1000171,1000171,1000171,1000171,1000171,1000171,1000171,1000171,1000171,1000171,1000171,1000171,1000171,1000171,1000171,1180196,NA
"LAC LA BICHE",4,137,"AB","CA",52035,1599475,2054620,FALSE,FALSE,FALSE,6,54.75735,-111.97184,16,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,980563,980563,980563,980563,980563,980563,980563,980563,1030387,1030387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1041105,NA,1041105,1041105,1041105,1041105,1041105
"EDSON",4,32,"AB","CA",52447,1431612,2170999,FALSE,FALSE,FALSE,6,53.59917000000001,-116.40425000000002,22,NA,NA,NA,NA,NA,NA,NA,NA,1040157,NA,NA,NA,NA,NA,NA,NA,NA,1090313,NA,NA,1090313,NA,1090313,1090313,1130004,1130004,1130004,1130004,1010158,NA,1010158,1010158,1010158,1010158,1010158,1010158,1010158,1010158,1010158,1010158,NA,NA,990092,NA,1140657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STEVEVILLE",4,307,"AB","CA",54226,2070106,2904171,FALSE,FALSE,FALSE,11,50.93578,-111.86568,11,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,981031,1000299,1000299,1150823,1150823,1150823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1041073,1041073,1041073,1041073,1041073,NA,NA,NA
"DOWLING LAKE",4,113,"AB","CA",56404,2855131,3992504,FALSE,FALSE,FALSE,11,51.9391041,-112.13115400000001,29,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000246,1000246,1000246,980641,980641,980641,980641,980641,980641,980641,980641,980641,980641,980641,980641,NA,980641,980641,980641,NA,980641,980641,980641,NA,980641,980641,980641,980641,980641,980641,980641,980641
"BREWSTER CRK",4,223,"AB","CA",58486,2026042,3626859,FALSE,FALSE,FALSE,6,52.79593000000001,-115.52036999999999,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1090633,970163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HANGINGSTONE",4,57,"AB","CA",72220,103937,304694,FALSE,FALSE,FALSE,6,56.23349,-111.67211999999999,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1030171,1030171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BROOKS",4,7,"AB","CA",73073,1946024,2413900,FALSE,FALSE,FALSE,11,50.56388,-111.84916000000001,39,NA,NA,NA,NA,1040051,NA,NA,1040051,1040051,1040051,NA,NA,1040051,1040051,1040051,1040051,1040051,1040051,1040051,1040051,1040051,1040051,1040051,1040051,1040051,1040051,1040051,1040051,1040051,1040051,1040051,1040051,1040051,1040051,1040051,1040051,1040051,1040051,1040051,1040051,1040051,1040051,1040051,1040051,1040051,1040051,1040051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lake Newell",4,407,"AB","CA",73073,1946024,2413900,FALSE,FALSE,FALSE,11,50.56388,-111.84916000000001,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1040051,1040051,1040051,1040051,1040051,1040051,NA,NA,NA,NA,NA
"DOROTHY",4,313,"AB","CA",73599,2204322,3935807,FALSE,FALSE,FALSE,11,51.32885,-112.04431000000001,22,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,981031,NA,1000198,NA,1000198,1000198,1000198,1000198,1000198,1000198,NA,NA,1000198,1000198,1000198,1000198,1000198,1000198,NA,1000198,1000198,1000198,1000198,1000198,1000198,1000198,1000198
"CZAR",4,18,"AB","CA",75505,332527,4123080,FALSE,FALSE,FALSE,11,52.46309,-110.65127,37,NA,NA,NA,NA,980125,NA,NA,1030070,1030070,1030070,1030070,1030070,1030070,NA,1010084,1010084,1090117,1090117,NA,NA,NA,NA,NA,1010084,1010084,1010084,1010084,1010084,1010084,1010084,1010084,1010084,1010084,1010084,1010084,1010084,1010084,1010084,1010084,1010084,1010084,1010084,1010084,1010084,1010084,1010084,1010084,1010084,1010084,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WILLOW LAKE",4,157,"AB","CA",75604,116173,242050,FALSE,FALSE,FALSE,6,56.16510000000001,-110.85583999999999,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1160281,1160281,1160281,1160281,NA,NA,NA,NA,NA,NA,NA,NA,NA,1220102,1220102,NA,NA,NA,NA
"HELENA",4,237,"AB","CA",76641,1647966,2119906,FALSE,FALSE,FALSE,6,54.471599999999995,-111.37938999999999,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1060237,NA,1060237,NA,1060237,NA,NA,NA,NA,NA,NA,NA,NA,NA,1030465,1030465,1041144,1041144,NA,NA,NA,NA
"ROSEMARY",4,408,"AB","CA",77383,2121388,3123695,FALSE,FALSE,FALSE,11,50.92147,-112.17448999999999,14,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,981031,NA,NA,NA,NA,1120411,1120411,1120411,NA,1120411,NA,NA,990775,990775,990775,990775,NA,1120411,NA,1120411,NA,1041073,1041073,1041073,NA,NA,NA
"NITON",4,231,"AB","CA",78422,1701853,2280655,FALSE,FALSE,FALSE,6,53.7364866,-115.70312700000001,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1120308,1120308,1120308,1120308,1120308,1120308,NA,1160281,NA,1160281,1160281,1160281,1160281,NA,1160281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BEAVERDAM",4,136,"AB","CA",81186,279702,1958747,FALSE,FALSE,FALSE,6,54.18052,-110.30494,19,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1040669,1040669,1040669,1040669,1040669,1040669,NA,1040669,1040669,1040669,1040669,1040669,NA,1070263,1070263,1070263,1070263,1070263,1070263,1070263,1070263
"BINDLOSS",4,6,"AB","CA",82828,222459,2573574,FALSE,FALSE,FALSE,11,50.74668,-110.25869,30,3,NA,NA,NA,NA,NA,NA,1060055,NA,NA,NA,NA,NA,NA,990197,990197,990197,990197,NA,990197,990197,NA,990197,NA,NA,NA,NA,NA,1000198,1000198,1000198,1000198,NA,1000198,NA,1000198,1000198,1000198,1000198,1000198,1000198,NA,NA,1000198,1000198,1000198,1000198,NA,1000198,NA,1000198,1000198,1000198,1000198,1000198,NA,1000198,NA
"AMISK",4,219,"AB","CA",84299,1781797,3865423,FALSE,FALSE,FALSE,11,52.667750000000005,-111.10858999999999,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1030703,NA,NA,NA,NA,NA,NA,NA
"COLEMAN",4,205,"AB","CA",84576,1896736,2306947,FALSE,FALSE,FALSE,10,49.63589,-114.48967,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1110113,1110113,NA,NA,NA,NA,NA,NA,1040941,1040941,NA,1040941,NA,NA,990884,990884,NA,990884,990884,NA,NA,NA,1080691
"SENTINEL",4,5,"AB","CA",84765,1905538,2308021,FALSE,FALSE,FALSE,10,49.63250000000001,-114.58692,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1090178,NA,NA,NA,NA,NA,NA,NA,NA,NA,1150442,NA,1150442,1150442,1150442,NA,1000246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MANYBERRIES",4,101,"AB","CA",84984,289822,671127,FALSE,FALSE,FALSE,11,49.26127,-110.69078999999999,15,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,980562,980562,980562,980562,NA,980562,980562,NA,NA,NA,NA,1030471,1030471,1030471,1030471,NA,NA,NA,NA,NA,NA,NA,NA,NA,1140726,1140726,1140726,1140726,NA,NA,1140726
"SCHULER",4,106,"AB","CA",85649,256649,999073,FALSE,FALSE,FALSE,11,50.00432,-110.07319,19,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,981031,1000198,1000198,NA,1000198,1100156,1100156,1100156,1100156,1100156,1100156,1100156,1100156,1100156,1100156,NA,NA,NA,NA,NA,NA,NA,1080691,1080691,1080691,1080691,1080691
"THELMA",4,201,"AB","CA",86537,300846,512785,FALSE,FALSE,FALSE,11,49.538120000000006,-110.27546,23,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000308,1000308,1000308,1000308,NA,1110078,1110078,1110078,1110078,1110078,1110078,1110078,1110078,1110078,1110078,1110078,NA,NA,1110078,1110078,NA,981404,NA,1190947,1190947,1190947,1190947,1190947,NA
"MACKAY",4,131,"AB","CA",86829,1718481,2266371,FALSE,FALSE,FALSE,6,53.77362,-115.61189,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,980503,980503,980503,980503,980503,980503,980503,980503,980503,980503,980503,980503,980503,980503,980503,980503,980503,980503,980503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Roseglen",4,306,"AB","CA",87199,246360,2159370,FALSE,FALSE,FALSE,11,50.557489999999994,-110.32546999999998,15,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1150785,1150785,1150785,1150785,1150785,1150785,1150785,1150785,1150785,1150785,1150785,1150785,1150785,1150785,1150785
"THERIEN",4,37,"AB","CA",87449,1675405,2140747,FALSE,FALSE,FALSE,6,54.267630000000004,-111.2782,29,3,NA,NA,NA,NA,NA,NA,NA,NA,1060061,NA,1120033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1120033,NA,970151,970151,970151,970151,970151,970151,970151,NA,1070305,1070305,1070305,NA,NA,990527,990527,990527,990527,990527,990527,NA,990527,1030661,1030661,NA,1030661,1030661,1030661,1030661,1030661,1030661,1030661,NA,NA
"CRAWLING VALLEY",4,213,"AB","CA",88533,2183062,3884409,FALSE,FALSE,FALSE,11,51.183330000000005,-112.33055,26,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1150704,1150704,1150704,1150704,1150704,1150704,1150704,1150704,1150704,1150704,1150704,1150704,1150704,1150704,1150704,1150704,1150704,1150704,1150704,1150704,1150704,1150704,1150704,1150704,1150704,1150704,NA,NA,NA
"RUSH LAKE",4,301,"AB","CA",89036,300608,1518315,FALSE,FALSE,FALSE,11,49.52351000000001,-110.68142999999999,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000299,1000299,NA,NA,1100142,1100142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MEDICINE HAT",4,401,"AB","CA",90395,306469,1975231,FALSE,FALSE,FALSE,11,49.86216,-110.68173999999999,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1030471,1030471,1030471,NA,NA,1030471,NA,NA,NA,NA,NA,NA,981404,NA,1190947,1190947,1190947,NA,NA,1151712
"TWO HILLS",4,27,"AB","CA",91780,1762748,2165772,FALSE,FALSE,FALSE,11,53.71555000000001,-111.52556,39,NA,NA,NA,NA,NA,NA,1030070,1030070,1030070,1030070,1030070,1030070,1030070,NA,1030070,1030070,NA,1030070,1030070,NA,1010084,1010084,1010084,1010084,1010084,1010084,1010084,1010084,1010084,1010084,1010084,1010084,NA,1010084,1010084,1010084,1010084,1010084,1010084,1010084,1010084,1010084,1010084,1010084,1010084,1010084,1010084,1010084,1010084,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEHIWIN LAKE",4,36,"AB","CA",92343,1584848,2138567,FALSE,FALSE,FALSE,6,54.0577,-110.88629999999999,18,NA,NA,NA,NA,NA,NA,NA,1190134,NA,NA,1120033,1190190,NA,NA,NA,NA,970108,970108,NA,NA,NA,NA,1090091,NA,NA,1090091,NA,990074,990074,990074,1060098,NA,NA,NA,NA,1000374,NA,NA,NA,NA,1070069,1070069,1070069,1070069,1070069,NA,980958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VANESTI",4,126,"AB","CA",99760,1287729,2446452,FALSE,FALSE,FALSE,11,53.29003000000001,-110.54172000000001,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,980481,980481,1120267,1120267,NA,980564,980564,980564,980564,980564,NA,980564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RED ROCK COULEE",4,81,"AB","CA",103057,322432,2030937,FALSE,FALSE,FALSE,11,49.87786769999999,-110.889404,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1041073,1041073,1041073,1041073,1041073,1041073
"Cavendish",4,411,"AB","CA",103325,347515,2390277,FALSE,FALSE,FALSE,11,50.70277000000001,-110.60929,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000198,NA,1000198,NA,NA,1000198,1000198,1000198,1000198,1000198,NA,NA,1000198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ECONOMY CRK",4,44,"AB","CA",103339,212023,365016,FALSE,FALSE,FALSE,6,54.75011000000001,-118.22621000000001,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1040668,NA,NA,1040668,1040668,NA,NA,1140610,NA,1140610,1140610,1140610,1140610,1140610,1140610,1140610,1140610,NA,NA,NA,NA,NA
"VALLEYVIEW",4,153,"AB","CA",104445,224494,1101745,FALSE,FALSE,FALSE,6,55.08341,-117.357,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1151404,1151404,NA,1151404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEVEN PERSON",4,1,"AB","CA",104528,322019,2037304,FALSE,FALSE,FALSE,11,49.93222,-110.84452000000002,17,NA,NA,NA,NA,NA,NA,NA,1150175,NA,1150175,1150175,1150175,NA,1190190,980298,NA,1190231,NA,NA,NA,NA,NA,NA,NA,NA,1030251,1030251,1030251,1030251,980562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,990653,990653,990653,NA,NA,NA,NA,NA,NA,NA,981405,1041073,NA,NA,NA,NA,NA,NA
"Buffalo",4,511,"AB","CA",104542,346035,2409031,FALSE,FALSE,FALSE,11,50.76518800000001,-110.673829,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1140726,1140726,NA,1140726,NA,1140726,NA
"VIKING",4,127,"AB","CA",107762,1957407,3694991,FALSE,FALSE,FALSE,11,53.10329,-111.76012000000001,20,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1010153,1010153,1010153,1010153,1010153,NA,1010153,1010153,NA,1010153,NA,NA,NA,NA,NA,1140588,1140588,1140588,1140588,1140588,1140588,1140588,1140588,1140588,1140588,1140588,1140588,NA,NA,NA,NA
"HEISLER",4,120,"AB","CA",109505,1980846,3816371,FALSE,FALSE,FALSE,11,52.63801000000001,-111.99628000000001,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,990527,990527,990527,990527,990527,NA,970399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ELK POINT",4,326,"AB","CA",110996,1645885,2106920,FALSE,FALSE,FALSE,6,53.99143,-110.94575,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,990527,990527,NA,990527,990527,NA,990527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BASSANO",4,508,"AB","CA",115746,2155803,2895923,FALSE,FALSE,FALSE,11,50.83397,-112.45127000000001,11,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,981031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1041073,1041073,1041073,1041073,1041073,1041073,1041073,1041073,1041073,1041073
"FITZSIMMONS",4,254,"AB","CA",119334,210163,308336,FALSE,FALSE,FALSE,6,55.34589,-118.35911,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1080690,NA,NA,NA,990967,990967
"WEMBLEY",4,55,"AB","CA",119405,207298,373044,FALSE,FALSE,FALSE,6,55.1415,-119.21774,33,3,NA,NA,NA,NA,NA,NA,NA,1040154,1040154,NA,NA,NA,NA,NA,NA,1120033,NA,NA,NA,1080180,1080180,1080180,NA,1080180,NA,1080180,1080180,NA,NA,NA,1070280,1070280,1070280,1070280,1070280,1070280,1070280,1070280,1070280,1070280,1070280,NA,1070280,1070280,1070280,1070280,1070280,1070280,1070280,1070280,1070280,1070280,1070280,1070280,1070280,NA,NA
"DERWENT",4,26,"AB","CA",120327,1686294,2146249,FALSE,FALSE,FALSE,11,53.49666,-110.86644,39,1,NA,NA,NA,NA,NA,NA,1190134,990074,990074,990074,NA,NA,NA,NA,1120033,1120033,1120033,1120033,1120033,1120033,1120033,1120033,1120033,1120033,1120033,1120033,990348,990348,990348,990348,990348,NA,990348,990348,NA,NA,NA,1070305,1070305,1120523,1120523,1120523,1120523,1120523,1120523,1120523,1120523,1120523,1120523,1120523,1120523,1120523,NA,1120523,NA,NA,NA
"BOWELL",4,206,"AB","CA",120919,359502,2176785,FALSE,FALSE,FALSE,11,50.222060000000006,-110.96022000000002,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1110093,1110093,1110093,1110093,NA,1140404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,981405,NA,NA,1140726,1140726,NA,NA,NA
"ALBRIGHT",4,355,"AB","CA",121582,203457,382499,FALSE,FALSE,FALSE,6,55.2579,-119.97592999999999,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1151158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1151314,1151314,1151314,NA
"HYTHE",4,155,"AB","CA",122156,203418,361323,FALSE,FALSE,FALSE,6,55.31601,-119.66554,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1030717,NA,1151314,NA,NA,NA
"KILLAM",4,119,"AB","CA",122498,1956542,3760142,FALSE,FALSE,FALSE,11,52.901489999999995,-111.89042,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1190375,1190375,1190375,1190375,1190375,1190375,1190375,NA,1190375,1190375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WATINO",4,53,"AB","CA",124722,207530,310014,FALSE,FALSE,FALSE,6,55.78143,-117.82554999999999,8,NA,NA,NA,NA,NA,NA,NA,1000081,NA,NA,1070087,1070087,1070087,1070087,NA,1070087,1070087,NA,NA,NA,1060098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
